Updated On,State,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered),Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years (Individuals Vaccinated),45-60 Years (Individuals Vaccinated),60+ Years (Individuals Vaccinated),Male (Individuals Vaccinated),Female (Individuals Vaccinated),Transgender (Individuals Vaccinated)
28/02/2021,Uttar Pradesh,1668631,31402,7009,1281078,387553,,,,206000,1075078,,,,,,,,,741698,539301,79
01/03/2021,Uttar Pradesh,1668631,31558,7077,1281078,387553,,,,206000,1075078,,,,,,,,,741698,539301,79
02/03/2021,Uttar Pradesh,1681659,31863,7088,1294029,387630,,,,207913,1086116,,,,,,,,,749939,544010,80
03/03/2021,Uttar Pradesh,1682667,38032,8002,1295029,387638,,,,208073,1086956,,,,,,,,,750628,544321,80
04/03/2021,Uttar Pradesh,1824296,42224,8444,1365655,458641,,,,209637,1156018,,,,,,,,,789904,575662,89
05/03/2021,Uttar Pradesh,1988090,47678,8629,1465524,522566,,,,212206,1253318,,,,,,,,,849180,616237,107
06/03/2021,Uttar Pradesh,2014991,52850,9063,1485787,529204,,,,213741,1272046,,,,,,,,,861476,624204,107
07/03/2021,Uttar Pradesh,2019181,61109,9751,1488836,530345,,,,213834,1275002,,,,,,,,,863277,625452,107
08/03/2021,Uttar Pradesh,2216711,64862,9947,1679720,536991,,,,215962,1463758,,,,,,,,,972019,707574,127
09/03/2021,Uttar Pradesh,1709561,91280,605,1171217,538344,,,,216927,1492500,,,,,,,,,988315,721114,132
10/03/2021,Uttar Pradesh,1735799,106920,688,1196503,539296,,,,218255,1517410,,,,,,,,,1004062,731601,136
11/03/2021,Uttar Pradesh,1741357,44490,375,1201688,539669,,,,218528,1522694,,,,,,,,,1007227,733994,136
12/03/2021,Uttar Pradesh,2038409,732044,4673,1426304,612105,,,,265793,1772481,,,,,,,,,1204798,833436,175
13/03/2021,Uttar Pradesh,2079271,102105,676,1458839,620432,,,,270938,1808198,,,,,,,,,1231273,847822,176
14/03/2021,Uttar Pradesh,2095485,61665,454,1474743,620742,,,,271430,1823920,,,,,,,,,1240226,855083,176
15/03/2021,Uttar Pradesh,2398452,726393,4697,1731354,667098,,,,281622,2116695,,,,,,,,,1409502,988740,210
16/03/2021,Uttar Pradesh,3188522,489856,3027,2456849,731673,,,,362797,2825725,,989,,,,784171,876701,793270,1432819,1023810,220
17/03/2021,Uttar Pradesh,3464388,331177,1951,2723448,740940,,,,376630,3087758,,993,,,,790999,934521,995192,1584905,1138257,286
18/03/2021,Uttar Pradesh,3881080,785758,4996,3034854,846226,,,,418999,3462081,,1002,,,,813451,1030558,1188068,1771561,1262978,315
19/03/2021,Uttar Pradesh,4231527,750573,4881,3348666,882861,,,,441139,3790388,,1007,,,,828022,1123666,1394172,1950313,1397998,355
20/03/2021,Uttar Pradesh,4390444,337792,1918,3497298,893146,,,,452418,3938026,,1013,,,,836176,1171556,1486738,2035408,1461513,377
21/03/2021,Uttar Pradesh,4416844,48960,406,3522238,894606,,,,454527,3962317,,1017,,,,838089,1180626,1500686,2049491,1472366,381
22/03/2021,Uttar Pradesh,4749723,801988,5260,3797621,952102,,,,483124,4266599,,1021,,,,852790,1259218,1682749,2207786,1589409,426
23/03/2021,Uttar Pradesh,4960199,364750,2186,3982323,977876,,,,502614,4457585,,1024,,,,863951,1316234,1799257,2314924,1666947,452
24/03/2021,Uttar Pradesh,5070493,346673,2025,4087684,982809,,,,514209,4556284,,1026,,,,869494,1350524,1864774,2376980,1710235,469
25/03/2021,Uttar Pradesh,5344537,765541,5086,4337751,1006786,,,,538954,4805583,,1034,,,,880051,1429994,2024781,2518497,1818750,504
26/03/2021,Uttar Pradesh,5563645,742641,4964,4549205,1014440,,,,558041,5005604,,1036,,,,886533,1498259,2161459,2634688,1913991,526
27/03/2021,Uttar Pradesh,5644759,336472,2067,4627476,1017283,,,,567886,5076873,,1037,,,,890025,1525091,2209399,2678999,1947941,536
28/03/2021,Uttar Pradesh,5648595,31485,285,4631003,1017592,,,,568460,5080135,,1037,,,,890464,1526048,2211530,2680872,1949592,539
29/03/2021,Uttar Pradesh,5648658,19465,152,4631064,1017594,,,,568460,5080198,,1037,,,,890462,1526062,2211578,2680908,1949617,539
30/03/2021,Uttar Pradesh,5677982,177617,1087,4659569,1018413,,,,572872,5105110,,1038,,,,891701,1535511,2229391,2696915,1962110,544
31/03/2021,Uttar Pradesh,5747886,498385,2572,4726820,1021066,,,,583666,5164220,,1039,,,,894614,1557541,2271697,2734855,1991413,552
01/04/2021,Uttar Pradesh,5963390,924620,5648,4929565,1033825,,,,616118,5347272,,1042,,,,899022,1673323,2354238,2847676,2081317,572
02/04/2021,Uttar Pradesh,6335715,796583,5079,5281547,1054168,,,,676291,5659424,,1047,,,,905796,1885419,2487326,3038247,2242682,618
03/04/2021,Uttar Pradesh,6577701,766093,4723,5511428,1066273,,,,710725,5866976,,1050,,,,911302,2025760,2571352,3163765,2347011,652
04/04/2021,Uttar Pradesh,6737463,333989,2093,5663490,1073973,,,,729257,6008206,,1053,,,,915391,2120688,2624381,3245840,2416985,665
05/04/2021,Uttar Pradesh,7024060,1015222,6575,5917539,1106521,,,,753963,6270097,,1054,,,,915727,2271311,2727469,3382139,2534709,691
06/04/2021,Uttar Pradesh,7340259,991848,6399,6199023,1141236,,,,780410,6559849,,1058,,,,916089,2441437,2838463,3531382,2666896,745
07/04/2021,Uttar Pradesh,7791657,841201,5232,6619721,1171936,,,,817628,6974029,,1063,,,,916674,2703621,2996384,3756137,2862783,801
08/04/2021,Uttar Pradesh,8143966,1021432,6571,6950868,1193098,,,,846469,7297497,,1065,,,,916930,2909878,3121014,3932633,3017373,862
09/04/2021,Uttar Pradesh,8396201,926557,6016,7169348,1226853,,,,870313,7525888,,1068,,,,918133,3045583,3202585,4049576,3118869,903
10/04/2021,Uttar Pradesh,8493841,620384,3911,7255753,1238088,,,,883832,7610009,,1069,,,,918968,3103261,3230477,4096709,3158131,913
11/04/2021,Uttar Pradesh,8824093,1015818,6532,7558409,1265684,,,,894285,7929808,,1076,,,,920624,3299602,3335133,4255205,3302238,966
12/04/2021,Uttar Pradesh,9356612,1239796,7811,8013755,1342857,,,,907334,8449278,,1081,,,,923650,3576567,3510485,4497208,3515475,1072
13/04/2021,Uttar Pradesh,9718148,1177353,7381,8329706,1388442,,,,916001,8802147,,1087,,,,926513,3770670,3629464,4677156,3651403,1147
14/04/2021,Uttar Pradesh,10027627,1144026,7425,8605823,1421804,,,,924425,9103202,,1093,,,,928615,3945485,3728661,4826390,3778235,1198
15/04/2021,Uttar Pradesh,10272414,1039788,6861,8790085,1482329,,,,933198,9339216,,1096,,,,930976,4058247,3797801,4930473,3858375,1237
16/04/2021,Uttar Pradesh,10538062,1008852,6563,8978071,1559991,,,,953649,9584413,,1099,,,,933617,4172669,3868724,5036285,3940518,1268
17/04/2021,Uttar Pradesh,10712197,881781,5704,9102301,1609896,,,,974094,9738103,,1106,,,,935863,4250685,3912686,5108217,3992782,1302
18/04/2021,Uttar Pradesh,10718349,481042,3323,9106335,1612014,,,,975462,9742887,,1106,,,,935869,4253234,3914165,5110551,3994481,1303
19/04/2021,Uttar Pradesh,10909053,927982,6132,9224739,1684314,,,,996628,9912425,,1109,,,,937806,4323149,3960712,5180547,4042875,1317
20/04/2021,Uttar Pradesh,11120514,953112,6360,9356225,1764289,,,,1018393,10102121,,1111,,,,940405,4401019,4011732,5259926,4094964,1335
21/04/2021,Uttar Pradesh,11259040,983007,6507,9449601,1809439,,,,1032111,10226929,,1112,,,,941990,4459969,4044567,5313227,4134975,1399
22/04/2021,Uttar Pradesh,11440742,1017018,6841,9563554,1877188,,,,1065189,10375553,,1113,,,,944193,4530141,4086144,5377729,4184398,1427
23/04/2021,Uttar Pradesh,11623304,928524,6183,9679629,1943675,,,,1095389,10527915,,1112,,,,946539,4603057,4126955,5443500,4234615,1514
24/04/2021,Uttar Pradesh,11776922,856799,5416,9779700,1997222,,,,1114240,10662682,,1112,,,,948902,4669674,4158041,5500723,4277413,1564
25/04/2021,Uttar Pradesh,11783929,114165,776,9783480,2000449,,,,1114989,10668940,,1112,,,,949144,4671843,4159410,5502900,4279015,1565
26/04/2021,Uttar Pradesh,11947377,900143,5822,9883742,2063635,,,,1134086,10813291,,1113,,,,951532,4735193,4193919,5559233,4322917,1592
27/04/2021,Uttar Pradesh,12061238,874081,5674,9953817,2107421,,,,1153996,10907242,,1115,,,,1212247,4521122,4217344,5598797,4353410,1610
28/04/2021,Uttar Pradesh,12169041,869712,5519,10018842,2150199,,,,1174101,10994940,,1118,,,,1214542,4562511,4238680,5635333,4381884,1625
29/04/2021,Uttar Pradesh,12353995,965605,6330,10125866,2228129,,,,1196960,11157035,,1120,,,,1217554,4630721,4274674,5695500,4428709,1657
30/04/2021,Uttar Pradesh,12557806,994322,6482,10240750,2317056,,,,1230635,11327171,,1121,,,,1221985,4703223,4312603,5759852,4479210,1688
01/05/2021,Uttar Pradesh,12700692,893296,5679,10331285,2369407,,,,1271629,11429063,,1121,,,,1241607,4753289,4333447,5813773,4515800,1712
02/05/2021,Uttar Pradesh,12705437,153652,1084,10334346,2371091,,,,1272354,11433083,,1121,,,,1234550,4762436,4334546,5815570,4517064,1712
03/05/2021,Uttar Pradesh,12884995,978835,6316,10439785,2445210,,,,1316011,11568984,,1124,,,,1256071,4819934,4360964,5876658,4561356,1771
04/05/2021,Uttar Pradesh,13062635,998553,6379,10544891,2517744,,,,1357973,11704662,,1124,,,,1278459,4877400,4386194,5937921,4605162,1808
05/05/2021,Uttar Pradesh,13228006,933296,5826,10642247,2585759,,,,1398479,11829527,,1124,,,,1300823,4929744,4408839,5994986,4645434,1827
06/05/2021,Uttar Pradesh,13402535,881732,5837,10742503,2660032,,,,1441050,11961485,,1128,,,,1323026,4983023,4433609,6054233,4686425,1845
07/05/2021,Uttar Pradesh,13559957,927554,6023,10833025,2726932,,,,1479703,12080254,,1129,,,,1343866,5031020,4455292,6107405,4723751,1869
08/05/2021,Uttar Pradesh,13694748,844661,5387,10914754,2779994,,,,1515553,12179195,,1129,,,,1364744,5073975,4473182,6154586,4758280,1888
09/05/2021,Uttar Pradesh,13697577,374375,2644,10916895,2780682,,,,1516757,12180820,,1129,,,,1365103,5075349,4473590,6155890,4759115,1890
10/05/2021,Uttar Pradesh,13881053,881462,5983,11025900,2855153,,,,1546417,12334636,,1131,,,,1416849,5113130,4492958,6220403,4803566,1931
11/05/2021,Uttar Pradesh,14073046,966667,6569,11141255,2931791,,,,1571848,12501198,,1134,,,,1469442,5156017,4512722,6287885,4851408,1962
12/05/2021,Uttar Pradesh,14300912,917620,6371,11291626,3009286,,,,1601801,12699111,,1135,,,,1522216,5222458,4543759,6374550,4915068,2008
13/05/2021,Uttar Pradesh,14581474,932872,6433,11465614,3115860,,,,1643608,12937866,,1138,,,,1577130,5303701,4581443,6476440,4987124,2050
14/05/2021,Uttar Pradesh,14771189,964989,6586,11590929,3180260,,,,1678012,13093177,,1142,,,,1630443,5354834,4602188,6548660,5040182,2087
15/05/2021,Uttar Pradesh,14983606,951475,6405,11723371,3260235,,,,1711653,13271953,,1144,,,,1682810,5411510,4625425,6625417,5095812,2142
16/05/2021,Uttar Pradesh,14984918,110130,795,11724458,3260460,,,,1711947,13272971,,1144,,,,1683303,5411935,4625587,6626107,5096208,2143
17/05/2021,Uttar Pradesh,15222236,1174058,6479,11943385,3278851,,,,1752442,13469794,,1145,,,,1799174,5486849,4653529,6754499,5186665,2221
18/05/2021,Uttar Pradesh,15436461,1181702,6607,12144409,3292052,,,,1783566,13652895,,1148,,,,1914024,5549792,4676599,6872146,5269970,2293
19/05/2021,Uttar Pradesh,15621166,958776,5456,12319537,3301629,,,,1809189,13811977,,1150,,,,2024961,5596533,4693926,6975620,5341562,2355
20/05/2021,Uttar Pradesh,15815757,1016127,5802,12501172,3314585,,,,1838566,13977191,,1158,,,,2133764,5649643,4713501,7082792,5415953,2427
21/05/2021,Uttar Pradesh,16034048,1102930,6260,12704166,3329882,,,,1873025,14161023,0,1162,,,,2245271,5716279,4738189,7201633,5500032,2501
22/05/2021,Uttar Pradesh,16250118,1091012,5998,12905372,3344746,,,,1906300,14343818,0,1164,,,,2355708,5781756,4763364,7319575,5583222,2575
23/05/2021,Uttar Pradesh,16257569,119431,764,12912199,3345370,,,,1907425,14350144,0,1165,,,,2358678,5784416,4764541,7323562,5586060,2577
24/05/2021,Uttar Pradesh,16545766,1204313,6299,13182141,3363625,,,,1934361,14611405,0,1171,,,,2507051,5871706,4798658,7481900,5697573,2668
25/05/2021,Uttar Pradesh,16819746,1179737,6192,13439732,3380014,,,,1957341,14862405,0,1173,,,,2658653,5947702,4828525,7632152,5804799,2781
26/05/2021,Uttar Pradesh,17077311,1108294,5632,13683971,3393340,,,,1977487,15099824,0,1177,,,,2813929,6011459,4853570,7774770,5906320,2881
27/05/2021,Uttar Pradesh,17358612,1134930,5701,13951426,3407186,,,,1997997,15360615,0,1179,,,,2972597,6089349,4884319,7931523,6016874,3029
28/05/2021,Uttar Pradesh,17668206,1162678,5852,14243858,3424348,,,,2021584,15646622,0,1179,,,,3129312,6186696,4922528,8102589,6138104,3165
29/05/2021,Uttar Pradesh,17994300,1108562,5433,14544503,3449797,,,,2054347,15939953,0,1181,,,,3290729,6286269,4961992,8279433,6261789,3281
30/05/2021,Uttar Pradesh,18010911,125603,656,14560582,3450329,,,,2055533,15955378,0,1181,,,,3296049,6293411,4965579,8288250,6269049,3283
31/05/2021,Uttar Pradesh,18335009,1036451,5300,14854570,3480439,,,,2094524,16240485,0,1181,,,,3423859,6410999,5013947,8457244,6393940,3386
01/06/2021,Uttar Pradesh,18685319,1094807,5791,15179836,3505483,,,,2131224,16554095,0,1187,,,,3605445,6512865,5055603,8651298,6525022,3516
02/06/2021,Uttar Pradesh,19045624,1106072,5775,15512608,3533016,,,,2175806,16869818,0,1191,,,,3795181,6614916,5096413,8849033,6659926,3649
03/06/2021,Uttar Pradesh,19436908,1180457,6033,15875135,3561773,,,,2225958,17210950,0,1197,,,,3987739,6734712,5146396,9064437,6806907,3791
04/06/2021,Uttar Pradesh,19850174,1226617,6184,16254617,3595557,,,,2277630,17572544,0,1199,,,,4181737,6865588,5200744,9288158,6962496,3963
05/06/2021,Uttar Pradesh,20252136,1173348,5919,16624925,3627211,,,,2328265,17923871,0,1203,,,,4374801,6991866,5251472,9506659,7114170,4096
06/06/2021,Uttar Pradesh,20272802,127375,372,16643702,3629100,,,,2330233,17942569,0,1203,,,,4385040,6997573,5254215,9517213,7122391,4098
07/06/2021,Uttar Pradesh,20735794,1286409,6626,17079924,3655870,,,,2403994,18331800,0,1205,,,,4618418,7140860,5313534,9770940,7304716,4268
08/06/2021,Uttar Pradesh,21181060,1260031,6538,17502314,3678746,,,,2482109,18698951,0,1208,,,,4850991,7274757,5369225,10017033,7480850,4431
09/06/2021,Uttar Pradesh,21584490,1206576,6122,17883157,3701333,,,,2557097,19027393,0,1209,,,,5068887,7389580,5417108,10241944,7636593,4620
10/06/2021,Uttar Pradesh,22025903,1303707,6507,18297125,3728778,,,,2631087,19394816,0,1217,,,,5282718,7528842,5477771,10486507,7805825,4793
11/06/2021,Uttar Pradesh,22504047,1317229,6558,18741039,3763008,,,,2711461,19792586,0,1218,,,,5513053,7678414,5541566,10745878,7990211,4950
12/06/2021,Uttar Pradesh,22979323,1314990,6286,19184501,3794822,,,,2788863,20190460,0,1218,,,,5751293,7824429,5600529,11008238,8171136,5127
13/06/2021,Uttar Pradesh,23001682,83547,233,19205507,3796175,,,,2790299,20211383,0,1218,,,,5762647,7830971,5603586,11020423,8179949,5135
14/06/2021,Uttar Pradesh,23445493,1298345,6667,19608395,3837098,,,,2868862,20576631,0,1230,,,,5957638,7975723,5666569,11253732,8349395,5268
15/06/2021,Uttar Pradesh,23871523,1279060,6652,19995723,3875800,,,,2949887,20921636,0,1231,,,,6147190,8114771,5725121,11477660,8512653,5410
16/06/2021,Uttar Pradesh,24254164,1192646,6183,20343637,3910527,,,,3022768,21231396,0,1240,,,,6333886,8227524,5773398,11680599,8657504,5534
17/06/2021,Uttar Pradesh,24673597,1285674,6537,20725526,3948071,,,,3090462,21583135,0,1240,,,,6560825,8335081,5820639,11910176,8809681,5669
18/06/2021,Uttar Pradesh,25149677,1351827,6605,21162728,3986949,,,,3142293,22007384,0,1242,,,,6805952,8468612,5878958,12171567,8985343,5818
19/06/2021,Uttar Pradesh,25610808,1333665,6372,21587631,4023177,,,,3193148,22417660,0,1264,,,,7065962,8585050,5927195,12430468,9151204,5959
20/06/2021,Uttar Pradesh,25627085,70336,217,21602698,4024387,,,,3194980,22432105,0,1264,,,,7073629,8589826,5929795,12438499,9158238,5961
21/06/2021,Uttar Pradesh,26359410,3009555,8496,22296504,4062906,,,,3230749,23128661,0,1271,,,,7531675,8753113,6001893,12836202,9454074,6228
22/06/2021,Uttar Pradesh,27232439,3196627,8510,23129586,4102853,,,,3268447,23963992,0,1273,,,,8083787,8947983,6087677,13299545,9823589,6452
23/06/2021,Uttar Pradesh,28060510,3145683,7915,23918186,4142324,,,,3320308,24740202,0,1273,,,,8628938,9115423,6163351,13744007,10167502,6677
24/06/2021,Uttar Pradesh,28976470,3302270,8290,24782239,4194231,,,,3381149,25595321,0,1290,,,,9213328,9307171,6250925,14226770,10548614,6855
25/06/2021,Uttar Pradesh,29857504,3458237,8424,25598956,4258548,17186133,12663779,7592,3446953,26410551,0,1305,10818593,11029239,8009672,,,,,,
26/06/2021,Uttar Pradesh,30451330,2868604,7489,26129782,4321548,17532228,12911302,7800,3516854,26934217,259,1329,11214061,11166504,8070765,,,,,,
27/06/2021,Uttar Pradesh,30479424,153364,234,26154179,4325245,17547679,12923942,7803,3520255,26958910,259,1329,11231466,11173466,8074492,,,,,,
28/06/2021,Uttar Pradesh,31002019,2420327,6437,26591964,4410055,17844625,13149395,7999,3568749,27433011,259,1346,11556194,11306374,8139451,,,,,,
29/06/2021,Uttar Pradesh,31209641,1643480,4427,26740850,4468791,17963272,13238302,8067,3616526,27592598,517,1346,11670292,11370492,8168857,,,,,,
30/06/2021,Uttar Pradesh,31281400,1192048,2930,26792784,4488616,18005374,13267937,8089,3647048,27633835,517,1360,11713082,11390782,8177536,,,,,,
01/07/2021,Uttar Pradesh,31633572,2018721,4862,27047411,4586161,18214230,13411106,8236,3715894,27917078,600,1362,11921011,11489690,8222871,,,,,,
02/07/2021,Uttar Pradesh,32067268,2059629,4844,27363633,4703635,18466398,13592512,8358,3775278,28291390,600,1382,12173275,11613281,8280712,,,,,,
03/07/2021,Uttar Pradesh,32596520,1929157,4855,27776672,4819848,18774361,13813649,8510,3851510,28744003,1007,1398,12500053,11752957,8343510,,,,,,
04/07/2021,Uttar Pradesh,32629055,232068,393,27802518,4826537,18791676,13828867,8512,3855170,28772593,1292,1411,12519793,11761044,8348218,,,,,,
05/07/2021,Uttar Pradesh,33483868,2877858,6583,28472822,5011046,19257159,14217898,8811,3971463,29510957,1448,1414,13040167,11985560,8458141,,,,,,
06/07/2021,Uttar Pradesh,34513734,3267681,7368,29305008,5208726,19811048,14693569,9117,4066926,30445181,1627,1431,13679990,12248222,8585522,,,,,,
07/07/2021,Uttar Pradesh,35267463,2666479,6187,29892445,5375018,20221553,15036565,9345,4161268,31104240,1955,1435,14139818,12446339,8681306,,,,,,
08/07/2021,Uttar Pradesh,36067913,2802959,6553,30535594,5532319,20654587,15403570,9756,4231917,31833697,2299,1442,14639350,12648992,8779571,,,,,,
09/07/2021,Uttar Pradesh,36814185,2703165,6210,31124499,5689686,21062821,15741239,10125,4304676,32506875,2634,1448,15099933,12841905,8872347,,,,,,
10/07/2021,Uttar Pradesh,37165499,1570510,3408,31368297,5797202,21267730,15887467,10302,4372527,32789436,3536,1455,15312310,12940270,8912919,,,,,,
11/07/2021,Uttar Pradesh,37182190,141244,261,31380936,5801254,21276384,15895500,10306,4375583,32802475,4132,1455,15322125,12944881,8915184,,,,,,
12/07/2021,Uttar Pradesh,37697118,1833191,4367,31757700,5939418,21563765,16122818,10535,4431453,33260994,4671,1455,15635990,13081729,8979399,,,,,,
13/07/2021,Uttar Pradesh,38345389,2154408,4895,32262219,6083170,21922136,16412417,10836,4495938,33844219,5232,1461,16048527,13242161,9054701,,,,,,
14/07/2021,Uttar Pradesh,38837428,1208280,2872,32665993,6171435,22198359,16628026,11043,4567547,34263939,5942,1461,16251725,13427178,9158525,,,,,,
15/07/2021,Uttar Pradesh,39516462,2089793,4827,33208981,6307481,22573936,16931243,11283,4622002,34887825,6635,1466,16689854,13590941,9235667,,,,,,
16/07/2021,Uttar Pradesh,39934673,1572941,3676,33522527,6412146,22808970,17114248,11455,4710758,35216630,7285,1469,16955583,13696496,9282594,,,,,,
17/07/2021,Uttar Pradesh,40351449,1419841,3356,33830125,6521324,23055949,17283869,11631,4771228,35572163,8058,1470,17223379,13802756,9325314,,,,,,
18/07/2021,Uttar Pradesh,40368178,172431,339,33842280,6525898,23064896,17291650,11632,4774727,35585299,8152,1472,17233938,13806915,9327325,,,,,,
19/07/2021,Uttar Pradesh,41047998,2135724,4616,34390799,6657199,23441911,17594205,11882,4843711,36195766,8521,1477,17672026,13971253,9404719,,,,,,
20/07/2021,Uttar Pradesh,41559223,1769839,3885,34794693,6764530,23729749,17817348,12126,4922270,36627835,9118,1477,18006019,14093820,9459384,,,,,,
21/07/2021,Uttar Pradesh,42034554,1734304,3726,35196571,6837983,23993547,18028691,12316,4960161,37064870,9523,1481,18326959,14199614,9507981,,,,,,
22/07/2021,Uttar Pradesh,42792380,2326620,4944,35830969,6961411,24411691,18368031,12658,5014750,37767674,9956,1497,18825704,14376997,9589679,,,,,,
23/07/2021,Uttar Pradesh,43807386,2856605,5972,36704592,7102794,24956913,18837439,13034,5097440,38699268,10678,1497,19492649,14612484,9702253,,,,,,
24/07/2021,Uttar Pradesh,44388727,1889308,3972,37179632,7209095,25291777,19083666,13284,5192481,39184917,11329,1500,19884551,14746469,9757707,,,,,,
25/07/2021,Uttar Pradesh,44412722,215864,425,37199136,7213586,25304576,19094852,13294,5197156,39204108,11458,1506,19900232,14751960,9760530,,,,,,
26/07/2021,Uttar Pradesh,45228929,2508138,5334,37893326,7335603,25753738,19461485,13706,5272241,39944918,11770,1506,20433227,14942515,9853187,,,,,,
27/07/2021,Uttar Pradesh,45716508,1665692,3677,38286687,7429821,26018305,19684254,13949,5353800,40350557,12151,1514,20750170,15059534,9906804,,,,,,
28/07/2021,Uttar Pradesh,46335570,0,0,38818090,7517480,26356451,19964755,14364,5400406,40922437,12727,1519,21161841,15202710,9971019,,,,,,
29/07/2021,Uttar Pradesh,46779743,1677118,3613,39184333,7595410,26602316,20162780,14647,5451140,41315372,13231,1519,21456007,15306466,10017270,,,,,,
30/07/2021,Uttar Pradesh,47597459,2547233,5124,39901008,7696451,27039140,20543274,15045,5506535,42077220,13704,1520,22000629,15492244,10104586,,,,,,
31/07/2021,Uttar Pradesh,48276029,1925928,3965,40485878,7790151,27416080,20844591,15358,5573583,42687816,14630,1527,22464548,15640753,10170728,,,,,,
01/08/2021,Uttar Pradesh,48442455,115932,196,40646488,7795967,27504939,20922164,15352,5587002,42840356,15097,1527,22512075,15709731,10220649,,,,,,
02/08/2021,Uttar Pradesh,48820310,1666840,3350,40954861,7865449,27718869,21085905,15536,5642725,43162130,15455,1535,22767917,15792727,10259666,,,,,,
03/08/2021,Uttar Pradesh,51489309,8171330,12350,43425457,8063852,29068842,22403796,16671,5718467,45755000,15842,1535,24587038,16358569,10543702,,,,,,
04/08/2021,Uttar Pradesh,52140923,1638463,2842,43999474,8141449,29404066,22719775,17082,5765536,46359093,16294,1538,25022651,16502287,10615985,,,,,,
05/08/2021,Uttar Pradesh,52838552,2298766,4209,44597018,8241534,29773210,23047877,17465,5845086,46976536,16930,1542,25501103,16651664,10685785,,,,,,
06/08/2021,Uttar Pradesh,53294582,1654065,3128,44973804,8320778,30017747,23259132,17703,5937634,47339539,17409,1548,25797914,16756942,10739726,,,,,,
07/08/2021,Uttar Pradesh,53589814,1443134,2646,45198365,8391449,30183590,23388335,17889,6022346,47549370,18098,1553,26006308,16817829,10765677,,,,,,
08/08/2021,Uttar Pradesh,53608615,61648,128,45211718,8396897,30193702,23397014,17899,6026896,47563400,18319,1554,26020022,16821178,10767415,,,,,,
09/08/2021,Uttar Pradesh,54447724,2621580,4845,45932488,8515236,30643444,23785865,18415,6171089,48258007,18628,1559,26583720,17007044,10856960,,,,,,
10/08/2021,Uttar Pradesh,55031057,1864317,3511,46413300,8617757,30951808,24060501,18748,6364668,48647467,18922,1563,26981536,17133962,10915559,,,,,,
11/08/2021,Uttar Pradesh,55519039,1729782,3191,46816800,8702239,31220547,24279506,18986,6475460,49024496,19083,1567,27315229,17238913,10964897,,,,,,
12/08/2021,Uttar Pradesh,56335866,2397562,4570,47513953,8821913,31658052,24658363,19451,6585013,49731343,19510,1568,27872841,17416402,11046623,,,,,,
13/08/2021,Uttar Pradesh,57076997,2331979,4274,48140256,8936741,32066985,24990162,19850,6714653,50342219,20125,1568,28389425,17571283,11116289,,,,,,
14/08/2021,Uttar Pradesh,57428408,1593133,3588,48248265,9180143,32265050,25143377,19981,6782893,50624720,20795,1572,28593011,17670614,11164783,,,,,,
15/08/2021,Uttar Pradesh,57439020,65447,151,48253669,9185351,32270796,25148238,19986,6784368,50633717,20935,0,28600399,17672499,11166122,,,,,,
16/08/2021,Uttar Pradesh,59719134,7136154,10566,50357384,9361750,33416448,26281617,21069,7219222,52478790,21122,0,30151899,18158809,11408426,,,,,,
17/08/2021,Uttar Pradesh,60602871,2398767,4041,51119772,9483099,33870540,26710812,21519,7353141,53228351,21379,0,30758064,18347524,11497283,,,,,,
18/08/2021,Uttar Pradesh,61400425,2486830,4200,51803342,9597083,34280708,27097702,22015,7432132,53946705,21588,0,31306722,18516389,11577314,,,,,,
19/08/2021,Uttar Pradesh,62396549,3058188,5258,52665700,9730849,34802022,27571985,22542,7521412,54853327,21810,1600,31989337,18727852,11679360,,,,,,
20/08/2021,Uttar Pradesh,63124748,2843186,4636,53292226,9832522,35191628,27910183,22937,7593939,55508667,22142,0,32497354,18877321,11750073,,,,,,
21/08/2021,Uttar Pradesh,63438015,1760280,3717,53346052,10091963,35379955,28035008,23052,7636031,55779514,22470,0,32673773,18966743,11797499,,,,,,
22/08/2021,Uttar Pradesh,63490334,78400,128,53392597,10097737,35407310,28059968,23056,7639145,55828684,22505,1607,32690310,18987927,11812097,,,,,,
23/08/2021,Uttar Pradesh,64223940,2951973,4674,54022400,10201540,35818817,28381617,23506,7755846,56445424,22670,1607,33205786,19136951,11881203,,,,,,
24/08/2021,Uttar Pradesh,65217684,3460480,5322,54874596,10343088,36359230,28834459,23995,7834267,57360600,22817,1612,33893500,19345493,11978691,,,,,,
25/08/2021,Uttar Pradesh,66077842,3014417,4459,55590684,10487158,36824889,29228446,24507,7914271,58140540,23031,1615,34494110,19522191,12061541,,,,,,
26/08/2021,Uttar Pradesh,66841662,2866697,4654,56214771,10626891,37235548,29581227,24887,8019068,58799031,23563,1620,35026038,19680326,12135298,,,,,,
27/08/2021,Uttar Pradesh,69806995,10420626,12016,58861294,10945701,38726814,31053932,26249,8351611,61431319,24065,1620,37032650,20320228,12454117,,,,,,
28/08/2021,Uttar Pradesh,70440918,1978382,3580,59123422,11317496,39084331,31330070,26517,8431378,61984985,24555,1626,37426798,20479760,12534360,,,,,,
